-0.0766145	3.15077	9.414
-0.00957681	3.27527	9.47146
-0.0287304	3.304	9.60554
-0.172383	3.39019	9.25119
-0.162806	3.40934	9.11712
-0.0861913	3.44765	9.27035
-0.047884	3.4668	9.36612
0.047884	3.40934	9.14585
-0.0287304	3.28484	9.14585
0.0383072	3.1795	9.48104
0.0957681	3.16035	9.65342
-0.277727	3.29442	9.50019
-0.277727	3.37104	9.32781
-0.268151	3.4668	9.0022
-0.287304	3.4668	9.0405
-0.0957681	3.27527	9.11712
-0.229843	3.16035	9.36612
-0.143652	3.00712	9.25119
-0.0957681	3.03585	9.2895
0.153229	3.06458	9.42358
0.0766145	3.12204	9.73004
-0.134075	3.25611	9.58638
-0.162806	3.26569	9.5385
-0.047884	3.13162	9.36612
-0.0670377	3.02627	9.18416
-0.0574608	2.94966	9.36612
0.0766145	2.92093	9.52892
-0.105345	3.08373	9.26077
-0.124498	3.18908	9.2895
-0.191536	3.04542	9.31823
-0.21069	2.91135	9.51935
0.584185	2.58574	10.0173
0.517148	2.63362	9.84496
