-0.0280998	0.0122173	0.0219911
-0.0598648	-0.0708604	0.0427606
0.00977384	-0.00122173	0.0647517
-0.0390954	0.0390954	0.0525344
-0.0293215	0.050091	0.0879646
-0.0476475	0.0561996	0.0940732
-0.0207694	0.06353	0.0940732
0.0977384	0.0733038	0.0415388
0.00733038	0.0659734	0.0696386
0.0122173	0.00610865	0.0561996
0.21869	-0.128282	0.0904081
0.142942	-0.327424	0.0598648
0.186925	-0.40928	0.0366519
0.135612	-0.294437	0.0415388
0.0696386	-0.195477	0.0720821
0.0513127	-0.108734	0.0439823
0.0342085	-0.105069	0.0232129
0.0354302	0.00488692	-0.00122173
-0.0109956	-0.013439	-0.00733038
0.013439	-0.013439	-0.0109956
0.0488692	-0.00855211	0.00610865
0.0757473	-0.0219911	-0.00733038
0.0574213	0.0439823	-0.0305433
-0.00488692	0.0232129	0.0378736
0.00122173	0.0305433	0.0158825
0.045204	0.0525344	-0.0171042
0.0403171	0.0293215	0.0366519
0.0842994	-0.0207694	0.0109956
0.0855211	0.0195477	-0.0146608
0.0366519	-0.018326	-0.0244346
0.00366519	0.0671952	0.0158825
0.0329867	0.0830777	0.0122173
0.0390954	-0.00366519	0.00122173
